model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
rf,craig,0.7,0.649,0.71,0.767,0.187,0.23,0.179,0.133,11.78,0.164,0.583,0.6,0.813,0.838,0.798,1.5e-05,30,4,,,,
svc,craig,0.925,0.921,0.931,0.933,0.1,0.098,0.085,0.082,4.946,0.001,0.498,0.476,0.769,0.821,0.601,4e-06,30,4,,,,
logreg,craig,0.8,0.788,0.804,0.8,0.203,0.205,0.19,0.194,5.291,0.01,0.516,0.516,0.762,0.778,0.613,1e-06,30,4,,,,
mlp,craig,0.855,0.832,0.864,0.867,0.095,0.086,0.07,0.067,6.285,0.057,0.536,0.539,0.782,0.809,0.667,7.6e-05,30,4,,,,
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.362,0.023,0.373,0.129,0.077,0.135,0.143,1.8e-05,30,4,,,,
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,13.788,0.201,0.274,0.222,0.294,0.236,0.199,1.5e-05,30,4,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.76,0.002,0.331,0.114,0.066,0.119,0.109,2e-06,30,4,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.253,0.007,0.348,0.112,0.056,0.119,0.097,1e-06,30,4,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.422,0.097,0.288,0.143,0.137,0.144,0.151,2.3e-05,30,4,,,,
xgb,random,0.9,0.899,0.899,0.9,0.102,0.103,0.103,0.102,7.769,0.016,0.814,0.723,0.829,0.808,0.882,1.9e-05,40,0,,,,
rf,random,0.888,0.887,0.887,0.888,0.047,0.047,0.047,0.047,14.426,0.198,0.793,0.685,0.796,0.766,0.868,2.3e-05,40,0,,,,
svc,random,0.825,0.818,0.818,0.825,0.145,0.151,0.151,0.145,7.105,0.004,0.78,0.733,0.847,0.835,0.844,8e-06,40,0,,,,
logreg,random,0.862,0.859,0.859,0.862,0.127,0.131,0.131,0.127,6.183,0.006,0.78,0.699,0.814,0.792,0.846,1e-06,40,0,,,,
mlp,random,0.775,0.771,0.771,0.775,0.129,0.132,0.132,0.129,8.324,0.094,0.742,0.657,0.781,0.752,0.815,1e-05,40,0,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.153,0.022,0.498,0.135,0.043,0.155,0.814,1.9e-05,40,0,,,,
rf,k-means,0.962,0.962,0.962,0.962,0.05,0.051,0.051,0.05,15.969,0.325,0.5,0.134,0.042,0.155,0.892,1.9e-05,40,0,,,,
svc,k-means,0.775,0.774,0.774,0.775,0.102,0.102,0.102,0.102,7.043,0.006,0.777,0.704,0.82,0.8,0.874,8e-06,40,0,,,,
logreg,k-means,0.862,0.861,0.861,0.862,0.061,0.063,0.063,0.061,6.558,0.027,0.722,0.646,0.776,0.747,0.792,0.0,40,0,,,,
mlp,k-means,0.738,0.73,0.73,0.738,0.108,0.108,0.108,0.108,5.995,0.124,0.771,0.703,0.821,0.801,0.845,3.8e-05,40,0,,,,
xgb,ag,0.938,0.937,0.937,0.938,0.068,0.069,0.069,0.068,4.264,0.062,0.759,0.594,0.695,0.647,0.886,1.5e-05,40,0,,,,
rf,ag,0.862,0.862,0.862,0.862,0.092,0.092,0.092,0.092,16.389,0.436,0.687,0.466,0.531,0.483,0.863,2.9e-05,40,0,,,,
svc,ag,0.712,0.711,0.711,0.712,0.094,0.094,0.094,0.094,2.792,0.004,0.749,0.729,0.852,0.847,0.861,1.1e-05,40,0,,,,
logreg,ag,0.75,0.748,0.748,0.75,0.143,0.144,0.144,0.143,6.601,0.026,0.646,0.581,0.729,0.69,0.7,0.0,40,0,,,,
mlp,ag,0.688,0.686,0.686,0.688,0.153,0.153,0.153,0.153,8.163,0.145,0.715,0.658,0.794,0.771,0.782,2.8e-05,40,0,,,,
xgb,k_center,0.725,0.719,0.719,0.725,0.109,0.115,0.115,0.109,6.412,0.012,0.773,0.693,0.81,0.787,0.824,1e-05,40,0,,,,
rf,k_center,0.638,0.627,0.627,0.638,0.155,0.161,0.161,0.155,14.794,0.109,0.727,0.55,0.645,0.592,0.858,9e-06,40,0,,,,
svc,k_center,0.638,0.614,0.614,0.638,0.108,0.119,0.119,0.108,7.069,0.006,0.494,0.135,0.046,0.155,0.266,1e-05,40,0,,,,
logreg,k_center,0.538,0.529,0.529,0.538,0.116,0.118,0.118,0.116,7.029,0.007,0.483,0.139,0.055,0.156,0.585,1e-06,40,0,,,,
mlp,k_center,0.512,0.505,0.505,0.512,0.1,0.095,0.095,0.1,7.863,0.063,0.568,0.373,0.426,0.382,0.613,8e-06,40,0,,,,
xgb,craig,0.698,0.696,0.716,0.725,0.163,0.164,0.152,0.146,4.118,0.319,0.771,0.768,0.877,0.877,0.822,1.7e-05,40,0,,,,
rf,craig,0.707,0.704,0.718,0.725,0.048,0.052,0.046,0.05,15.503,0.2,0.65,0.49,0.585,0.527,0.793,1.5e-05,40,0,,,,
svc,craig,0.852,0.844,0.848,0.85,0.125,0.124,0.125,0.122,4.019,0.003,0.626,0.491,0.598,0.538,0.656,6e-06,40,0,,,,
logreg,craig,0.793,0.783,0.792,0.8,0.092,0.08,0.071,0.061,7.394,0.009,0.55,0.331,0.362,0.334,0.582,0.0,40,0,,,,
mlp,craig,0.773,0.758,0.767,0.775,0.076,0.066,0.057,0.05,6.742,1.602,0.603,0.516,0.652,0.596,0.643,5.9e-05,40,0,,,,
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.79,0.019,0.427,0.123,0.047,0.137,0.143,2e-05,40,0,,,,
rf,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,16.581,0.321,0.272,0.173,0.199,0.174,0.182,2.5e-05,40,0,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.962,0.005,0.299,0.141,0.127,0.141,0.167,9e-06,40,0,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.183,0.006,0.344,0.112,0.058,0.119,0.095,0.0,40,0,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.538,1.292,0.263,0.151,0.163,0.152,0.148,4.7e-05,40,0,,,,
xgb,random,0.862,0.862,0.862,0.862,0.155,0.156,0.156,0.155,7.36,0.011,0.817,0.797,0.89,0.886,0.881,2e-06,40,1,,,,
rf,random,0.85,0.849,0.849,0.85,0.094,0.094,0.094,0.094,14.775,0.258,0.796,0.711,0.821,0.8,0.864,1.9e-05,40,1,,,,
svc,random,0.812,0.812,0.812,0.812,0.119,0.118,0.118,0.119,3.954,0.004,0.785,0.69,0.803,0.777,0.848,1.1e-05,40,1,,,,
logreg,random,0.838,0.837,0.837,0.838,0.102,0.102,0.102,0.102,6.943,0.007,0.813,0.738,0.843,0.826,0.865,1e-06,40,1,,,,
mlp,random,0.762,0.761,0.761,0.762,0.083,0.082,0.082,0.083,4.041,0.087,0.772,0.678,0.794,0.766,0.841,1.2e-05,40,1,,,,
xgb,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.251,0.031,0.831,0.799,0.889,0.884,0.858,1.1e-05,40,1,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,16.754,0.406,0.635,0.389,0.426,0.393,0.87,2.8e-05,40,1,,,,
svc,k-means,0.838,0.837,0.837,0.838,0.05,0.05,0.05,0.05,6.315,0.006,0.753,0.654,0.775,0.742,0.849,8e-06,40,1,,,,
logreg,k-means,0.862,0.859,0.859,0.862,0.073,0.078,0.078,0.073,4.083,0.015,0.652,0.575,0.715,0.672,0.713,1e-06,40,1,,,,
mlp,k-means,0.762,0.76,0.76,0.762,0.073,0.072,0.072,0.073,5.917,0.163,0.773,0.697,0.815,0.793,0.851,5e-05,40,1,,,,
xgb,ag,0.912,0.912,0.912,0.912,0.094,0.094,0.094,0.094,4.893,0.05,0.783,0.63,0.734,0.691,0.889,1.1e-05,40,1,,,,
rf,ag,0.9,0.9,0.9,0.9,0.085,0.085,0.085,0.085,15.353,0.284,0.699,0.488,0.562,0.51,0.861,1.9e-05,40,1,,,,
svc,ag,0.675,0.669,0.669,0.675,0.073,0.077,0.077,0.073,4.645,0.004,0.743,0.761,0.879,0.884,0.894,8e-06,40,1,,,,
logreg,ag,0.775,0.773,0.773,0.775,0.075,0.074,0.074,0.075,6.567,0.042,0.649,0.583,0.73,0.692,0.702,1e-06,40,1,,,,
mlp,ag,0.675,0.67,0.67,0.675,0.092,0.094,0.094,0.092,6.756,0.154,0.727,0.664,0.796,0.773,0.802,3.2e-05,40,1,,,,
xgb,k_center,0.7,0.697,0.697,0.7,0.047,0.048,0.048,0.047,6.966,0.038,0.731,0.649,0.777,0.747,0.823,2.1e-05,40,1,,,,
rf,k_center,0.725,0.723,0.723,0.725,0.064,0.063,0.063,0.064,16.998,0.447,0.714,0.557,0.66,0.607,0.809,3.6e-05,40,1,,,,
svc,k_center,0.575,0.551,0.551,0.575,0.15,0.157,0.157,0.15,6.915,0.004,0.489,0.136,0.049,0.155,0.214,9e-06,40,1,,,,
logreg,k_center,0.562,0.552,0.552,0.562,0.105,0.11,0.11,0.105,6.532,0.007,0.503,0.17,0.102,0.182,0.62,1e-06,40,1,,,,
mlp,k_center,0.512,0.503,0.503,0.512,0.108,0.111,0.111,0.108,6.495,0.057,0.565,0.348,0.384,0.352,0.659,7e-06,40,1,,,,
xgb,craig,0.793,0.79,0.797,0.8,0.104,0.105,0.102,0.1,4.117,0.031,0.683,0.725,0.87,0.886,0.835,2e-06,40,1,,,,
rf,craig,0.675,0.671,0.677,0.675,0.205,0.207,0.2,0.203,15.503,0.249,0.737,0.718,0.846,0.84,0.838,1.7e-05,40,1,,,,
svc,craig,0.832,0.82,0.823,0.825,0.127,0.131,0.128,0.127,6.86,0.002,0.531,0.531,0.753,0.753,0.669,6e-06,40,1,,,,
logreg,craig,0.683,0.669,0.671,0.675,0.114,0.122,0.126,0.127,7.049,0.015,0.707,0.726,0.863,0.869,0.806,1e-06,40,1,,,,
mlp,craig,0.695,0.683,0.695,0.7,0.086,0.077,0.068,0.061,7.582,0.034,0.656,0.593,0.74,0.704,0.703,5.5e-05,40,1,,,,
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,3.487,0.019,0.427,0.123,0.047,0.137,0.131,2e-06,40,1,,,,
rf,lc,0.962,0.962,0.962,0.962,0.075,0.075,0.075,0.075,15.08,0.435,0.265,0.171,0.2,0.174,0.181,3.1e-05,40,1,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.971,0.005,0.302,0.148,0.14,0.148,0.176,8e-06,40,1,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.076,0.007,0.343,0.114,0.062,0.121,0.098,1e-06,40,1,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.522,0.148,0.269,0.125,0.112,0.126,0.126,4.4e-05,40,1,,,,
xgb,random,0.862,0.86,0.86,0.862,0.047,0.048,0.048,0.047,7.738,0.041,0.806,0.716,0.824,0.802,0.877,5e-06,40,2,,,,
rf,random,0.825,0.824,0.824,0.825,0.092,0.093,0.093,0.092,17.26,0.469,0.761,0.667,0.786,0.756,0.842,3.3e-05,40,2,,,,
svc,random,0.788,0.781,0.781,0.788,0.075,0.08,0.08,0.075,6.347,0.005,0.758,0.666,0.786,0.757,0.837,8e-06,40,2,,,,
logreg,random,0.8,0.797,0.797,0.8,0.073,0.077,0.077,0.073,5.178,0.006,0.793,0.728,0.839,0.823,0.866,1e-06,40,2,,,,
mlp,random,0.8,0.798,0.798,0.8,0.073,0.076,0.076,0.073,5.572,0.039,0.752,0.662,0.784,0.754,0.836,1e-05,40,2,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,7.921,0.054,0.653,0.427,0.483,0.439,0.881,1.6e-05,40,2,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,14.95,0.277,0.5,0.134,0.042,0.155,0.89,1.8e-05,40,2,,,,
svc,k-means,0.75,0.747,0.747,0.75,0.04,0.04,0.04,0.04,5.283,0.005,0.76,0.659,0.777,0.745,0.85,9e-06,40,2,,,,
logreg,k-means,0.862,0.861,0.861,0.862,0.073,0.074,0.074,0.073,6.874,0.015,0.709,0.632,0.765,0.732,0.778,1e-06,40,2,,,,
mlp,k-means,0.775,0.768,0.768,0.775,0.102,0.108,0.108,0.102,8.498,0.135,0.779,0.699,0.815,0.792,0.834,5e-06,40,2,,,,
xgb,ag,0.95,0.95,0.95,0.95,0.025,0.025,0.025,0.025,4.339,0.028,0.806,0.688,0.795,0.766,0.882,5e-06,40,2,,,,
rf,ag,0.85,0.846,0.846,0.85,0.064,0.069,0.069,0.064,16.748,0.308,0.727,0.528,0.612,0.56,0.864,2.6e-05,40,2,,,,
svc,ag,0.725,0.717,0.717,0.725,0.116,0.121,0.121,0.116,7.033,0.008,0.755,0.659,0.779,0.748,0.852,9e-06,40,2,,,,
logreg,ag,0.775,0.773,0.773,0.775,0.085,0.087,0.087,0.085,7.12,0.032,0.628,0.551,0.693,0.646,0.661,1e-06,40,2,,,,
mlp,ag,0.675,0.669,0.669,0.675,0.121,0.124,0.124,0.121,8.343,0.135,0.736,0.672,0.801,0.779,0.814,8e-06,40,2,,,,
xgb,k_center,0.662,0.66,0.66,0.662,0.116,0.118,0.118,0.116,6.939,0.024,0.712,0.576,0.689,0.639,0.778,4e-06,40,2,,,,
rf,k_center,0.65,0.649,0.649,0.65,0.175,0.176,0.176,0.175,12.687,0.155,0.667,0.508,0.607,0.55,0.802,1.2e-05,40,2,,,,
svc,k_center,0.55,0.492,0.492,0.55,0.047,0.1,0.1,0.047,5.234,0.006,0.493,0.134,0.044,0.154,0.412,9e-06,40,2,,,,
logreg,k_center,0.575,0.57,0.57,0.575,0.115,0.113,0.113,0.115,7.386,0.008,0.496,0.155,0.079,0.17,0.632,1e-06,40,2,,,,
mlp,k_center,0.488,0.48,0.48,0.488,0.145,0.14,0.14,0.145,8.382,0.082,0.512,0.21,0.168,0.215,0.668,1.4e-05,40,2,,,,
xgb,craig,0.693,0.685,0.702,0.7,0.142,0.136,0.127,0.127,4.299,0.035,0.595,0.62,0.829,0.861,0.796,1.7e-05,40,2,,,,
rf,craig,0.553,0.517,0.546,0.575,0.115,0.118,0.101,0.1,13.584,0.147,0.744,0.697,0.824,0.809,0.826,1.2e-05,40,2,,,,
svc,craig,0.64,0.639,0.675,0.7,0.065,0.066,0.06,0.061,2.575,0.002,0.51,0.496,0.776,0.822,0.68,9e-06,40,2,,,,
logreg,craig,0.573,0.573,0.596,0.6,0.17,0.171,0.173,0.184,7.049,0.028,0.693,0.651,0.796,0.777,0.75,1e-06,40,2,,,,
mlp,craig,0.507,0.5,0.537,0.55,0.155,0.163,0.152,0.15,7.272,0.036,0.565,0.555,0.75,0.735,0.589,6.3e-05,40,2,,,,
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.857,0.031,0.427,0.123,0.047,0.137,0.131,4e-06,40,2,,,,
rf,lc,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,17.008,0.354,0.277,0.207,0.262,0.215,0.194,2.4e-05,40,2,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.961,0.004,0.351,0.111,0.054,0.119,0.092,5e-06,40,2,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.003,0.005,0.34,0.113,0.061,0.119,0.098,1e-06,40,2,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.338,0.122,0.281,0.124,0.104,0.125,0.141,1.2e-05,40,2,,,,
xgb,random,0.812,0.811,0.811,0.812,0.105,0.107,0.107,0.105,6.971,0.039,0.793,0.703,0.815,0.792,0.853,1.1e-05,40,3,,,,
rf,random,0.788,0.785,0.785,0.788,0.085,0.087,0.087,0.085,15.563,0.413,0.829,0.757,0.856,0.842,0.876,2.9e-05,40,3,,,,
svc,random,0.738,0.728,0.728,0.738,0.1,0.104,0.104,0.1,7.013,0.004,0.764,0.755,0.87,0.868,0.869,1e-05,40,3,,,,
logreg,random,0.788,0.782,0.782,0.788,0.116,0.121,0.121,0.116,5.072,0.006,0.813,0.781,0.879,0.873,0.869,1e-06,40,3,,,,
mlp,random,0.688,0.684,0.684,0.688,0.088,0.093,0.093,0.088,7.704,0.133,0.777,0.696,0.812,0.789,0.853,6.6e-05,40,3,,,,
xgb,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.761,0.043,0.805,0.661,0.765,0.727,0.891,1.1e-05,40,3,,,,
rf,k-means,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,15.684,0.325,0.5,0.135,0.043,0.156,0.9,1.9e-05,40,3,,,,
svc,k-means,0.775,0.768,0.768,0.775,0.064,0.069,0.069,0.064,6.524,0.004,0.762,0.672,0.791,0.763,0.858,7e-06,40,3,,,,
logreg,k-means,0.875,0.873,0.873,0.875,0.068,0.07,0.07,0.068,7.071,0.105,0.652,0.574,0.715,0.672,0.699,1e-06,40,3,,,,
mlp,k-means,0.788,0.781,0.781,0.788,0.116,0.123,0.123,0.116,8.19,0.14,0.775,0.712,0.828,0.811,0.84,2.4e-05,40,3,,,,
xgb,ag,0.938,0.937,0.937,0.938,0.04,0.04,0.04,0.04,4.423,0.104,0.795,0.68,0.79,0.759,0.876,1.3e-05,40,3,,,,
rf,ag,0.862,0.862,0.862,0.862,0.073,0.073,0.073,0.073,17.498,0.475,0.689,0.468,0.535,0.486,0.889,3.2e-05,40,3,,,,
svc,ag,0.638,0.63,0.63,0.638,0.127,0.135,0.135,0.127,6.973,0.004,0.642,0.662,0.834,0.847,0.145,1e-05,40,3,,,,
logreg,ag,0.812,0.812,0.812,0.812,0.112,0.112,0.112,0.112,2.955,0.019,0.624,0.553,0.699,0.653,0.664,0.0,40,3,,,,
mlp,ag,0.738,0.734,0.734,0.738,0.047,0.049,0.049,0.047,4.625,0.156,0.718,0.658,0.792,0.769,0.807,2.1e-05,40,3,,,,
xgb,k_center,0.812,0.811,0.811,0.812,0.105,0.106,0.106,0.105,4.797,0.032,0.779,0.676,0.79,0.761,0.836,1.1e-05,40,3,,,,
rf,k_center,0.738,0.736,0.736,0.738,0.083,0.085,0.085,0.083,14.256,0.181,0.795,0.699,0.81,0.784,0.863,1.4e-05,40,3,,,,
svc,k_center,0.638,0.63,0.63,0.638,0.1,0.098,0.098,0.1,6.65,0.005,0.669,0.496,0.587,0.53,0.75,9e-06,40,3,,,,
logreg,k_center,0.762,0.759,0.759,0.762,0.127,0.127,0.127,0.127,3.055,0.089,0.548,0.422,0.52,0.457,0.577,1e-06,40,3,,,,
mlp,k_center,0.65,0.637,0.637,0.65,0.102,0.111,0.111,0.102,7.394,1.503,0.635,0.47,0.56,0.502,0.684,2.9e-05,40,3,,,,
xgb,craig,0.667,0.625,0.669,0.7,0.19,0.216,0.196,0.187,4.251,0.025,0.721,0.758,0.883,0.893,0.868,5e-06,40,3,,,,
rf,craig,0.663,0.585,0.629,0.675,0.194,0.226,0.202,0.17,14.786,0.361,0.708,0.694,0.834,0.829,0.778,2.4e-05,40,3,,,,
svc,craig,0.743,0.715,0.745,0.75,0.16,0.144,0.138,0.137,2.57,0.002,0.538,0.536,0.751,0.746,0.587,8e-06,40,3,,,,
logreg,craig,0.63,0.587,0.642,0.675,0.156,0.164,0.142,0.127,7.173,0.008,0.554,0.558,0.777,0.785,0.566,1e-06,40,3,,,,
mlp,craig,0.68,0.634,0.68,0.7,0.151,0.178,0.148,0.127,7.768,0.06,0.641,0.629,0.798,0.79,0.712,5.2e-05,40,3,,,,
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.365,0.016,0.427,0.123,0.047,0.137,0.123,1.2e-05,40,3,,,,
rf,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,15.132,0.437,0.264,0.166,0.191,0.168,0.178,3.2e-05,40,3,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.127,0.004,0.306,0.14,0.124,0.141,0.163,6e-06,40,3,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.899,0.008,0.344,0.112,0.058,0.119,0.095,1e-06,40,3,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.063,1.624,0.268,0.145,0.149,0.145,0.143,5.2e-05,40,3,,,,
xgb,random,0.888,0.887,0.887,0.888,0.073,0.073,0.073,0.073,7.774,0.03,0.833,0.781,0.875,0.866,0.885,5e-06,40,4,,,,
rf,random,0.825,0.821,0.821,0.825,0.15,0.156,0.156,0.15,15.674,0.295,0.78,0.714,0.829,0.812,0.854,2.6e-05,40,4,,,,
svc,random,0.825,0.822,0.822,0.825,0.1,0.104,0.104,0.1,6.397,0.004,0.772,0.712,0.829,0.813,0.157,1e-05,40,4,,,,
logreg,random,0.838,0.835,0.835,0.838,0.102,0.105,0.105,0.102,2.773,0.005,0.786,0.722,0.835,0.818,0.856,1e-06,40,4,,,,
mlp,random,0.788,0.786,0.786,0.788,0.109,0.109,0.109,0.109,6.854,0.107,0.764,0.688,0.808,0.785,0.855,1.1e-05,40,4,,,,
xgb,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,5.01,0.037,0.508,0.156,0.077,0.172,0.882,3e-06,40,4,,,,
rf,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,15.839,0.485,0.5,0.134,0.042,0.155,0.89,2.6e-05,40,4,,,,
svc,k-means,0.812,0.811,0.811,0.812,0.04,0.041,0.041,0.04,5.151,0.006,0.77,0.67,0.786,0.756,0.843,7e-06,40,4,,,,
logreg,k-means,0.825,0.821,0.821,0.825,0.061,0.066,0.066,0.061,7.317,0.02,0.648,0.563,0.7,0.654,0.692,1e-06,40,4,,,,
mlp,k-means,0.838,0.835,0.835,0.838,0.031,0.031,0.031,0.031,7.069,0.121,0.776,0.7,0.816,0.795,0.85,4.1e-05,40,4,,,,
xgb,ag,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,5.108,0.036,0.794,0.642,0.746,0.706,0.889,4e-06,40,4,,,,
rf,ag,0.9,0.896,0.896,0.9,0.085,0.091,0.091,0.085,12.335,0.39,0.689,0.468,0.535,0.486,0.876,2.8e-05,40,4,,,,
svc,ag,0.712,0.688,0.688,0.712,0.05,0.066,0.066,0.05,4.046,0.008,0.75,0.654,0.776,0.744,0.839,5e-06,40,4,,,,
logreg,ag,0.8,0.797,0.797,0.8,0.073,0.073,0.073,0.073,6.578,0.036,0.646,0.581,0.729,0.69,0.7,1e-06,40,4,,,,
mlp,ag,0.738,0.727,0.727,0.738,0.121,0.129,0.129,0.121,8.349,0.149,0.754,0.676,0.798,0.773,0.808,9e-06,40,4,,,,
xgb,k_center,0.8,0.799,0.799,0.8,0.061,0.061,0.061,0.061,6.443,0.022,0.717,0.595,0.713,0.667,0.804,1.5e-05,40,4,,,,
rf,k_center,0.725,0.72,0.72,0.725,0.075,0.078,0.078,0.075,13.75,0.165,0.742,0.581,0.683,0.633,0.873,1.8e-05,40,4,,,,
svc,k_center,0.588,0.576,0.576,0.588,0.085,0.091,0.091,0.085,5.157,0.006,0.5,0.164,0.093,0.177,0.571,9e-06,40,4,,,,
logreg,k_center,0.6,0.588,0.588,0.6,0.075,0.072,0.072,0.075,7.115,0.009,0.486,0.139,0.055,0.157,0.63,0.0,40,4,,,,
mlp,k_center,0.562,0.529,0.529,0.562,0.088,0.129,0.129,0.088,6.655,0.082,0.609,0.432,0.509,0.454,0.661,2e-06,40,4,,,,
xgb,craig,0.733,0.725,0.739,0.75,0.117,0.133,0.135,0.137,4.144,0.011,0.752,0.767,0.881,0.885,0.86,2.1e-05,40,4,,,,
rf,craig,0.693,0.678,0.691,0.7,0.11,0.12,0.123,0.127,14.258,0.292,0.805,0.786,0.884,0.881,0.869,1.8e-05,40,4,,,,
svc,craig,0.667,0.66,0.683,0.7,0.073,0.085,0.094,0.1,4.918,0.002,0.521,0.514,0.781,0.822,0.673,7e-06,40,4,,,,
logreg,craig,0.613,0.609,0.639,0.65,0.065,0.066,0.056,0.05,6.499,0.007,0.466,0.22,0.201,0.221,0.522,1e-06,40,4,,,,
mlp,craig,0.507,0.485,0.525,0.55,0.065,0.085,0.072,0.061,8.46,1.511,0.537,0.534,0.747,0.738,0.615,4e-05,40,4,,,,
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.218,0.037,0.427,0.123,0.047,0.137,0.123,5e-06,40,4,,,,
rf,lc,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,13.017,0.149,0.277,0.174,0.199,0.175,0.185,1.3e-05,40,4,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.954,0.004,0.324,0.113,0.068,0.118,0.104,3e-06,40,4,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.692,0.007,0.345,0.109,0.052,0.117,0.092,0.0,40,4,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.719,0.1,0.275,0.129,0.115,0.129,0.127,1.7e-05,40,4,,,,
xgb,random,0.9,0.899,0.899,0.9,0.045,0.046,0.046,0.045,6.833,0.02,0.832,0.743,0.843,0.825,0.895,3e-06,50,0,,,,
rf,random,0.84,0.837,0.837,0.84,0.058,0.06,0.06,0.058,17.369,0.35,0.821,0.722,0.825,0.803,0.881,2.6e-05,50,0,,,,
svc,random,0.82,0.816,0.816,0.82,0.051,0.052,0.052,0.051,6.251,0.007,0.79,0.752,0.86,0.852,0.87,1.1e-05,50,0,,,,
logreg,random,0.85,0.849,0.849,0.85,0.055,0.055,0.055,0.055,6.979,0.007,0.784,0.725,0.838,0.823,0.857,1e-06,50,0,,,,
mlp,random,0.77,0.766,0.766,0.77,0.081,0.082,0.082,0.081,7.301,0.098,0.745,0.657,0.78,0.75,0.823,2.7e-05,50,0,,,,
xgb,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,8.03,0.021,0.498,0.135,0.043,0.155,0.855,2.3e-05,50,0,,,,
rf,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,16.469,0.335,0.5,0.134,0.042,0.155,0.899,2.6e-05,50,0,,,,
svc,k-means,0.84,0.839,0.839,0.84,0.08,0.081,0.081,0.08,7.058,0.008,0.775,0.672,0.787,0.757,0.863,1e-05,50,0,,,,
logreg,k-means,0.82,0.818,0.818,0.82,0.093,0.094,0.094,0.093,6.538,0.048,0.731,0.641,0.767,0.734,0.796,0.0,50,0,,,,
mlp,k-means,0.76,0.757,0.757,0.76,0.107,0.108,0.108,0.107,9.072,0.161,0.768,0.692,0.811,0.788,0.838,1.6e-05,50,0,,,,
xgb,ag,0.96,0.96,0.96,0.96,0.058,0.058,0.058,0.058,4.351,0.023,0.809,0.71,0.817,0.793,0.875,1.2e-05,50,0,,,,
rf,ag,0.95,0.95,0.95,0.95,0.045,0.045,0.045,0.045,18.235,0.349,0.606,0.34,0.355,0.341,0.868,2.1e-05,50,0,,,,
