model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
mlp,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,4.142,0.024,0.699,0.653,0.794,0.774,0.793,4.4e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013699531555175781
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.123,0.058,0.823,0.797,0.889,0.885,0.867,1.1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.001870870590209961
rf,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.389,0.164,0.762,0.698,0.819,0.8,0.85,1.4e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.001870870590209961
svc,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.024,0.002,0.707,0.662,0.801,0.783,0.809,3e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.001870870590209961
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.157,0.009,0.714,0.632,0.763,0.73,0.77,1e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.001870870590209961
mlp,ag,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.577,0.027,0.661,0.622,0.777,0.755,0.771,5.3e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.001870870590209961
xgb,k_center,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.944,0.035,0.568,0.372,0.425,0.381,0.756,1.6e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0015118122100830078
rf,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,15.374,0.351,0.486,0.223,0.2,0.225,0.577,2.1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0015118122100830078
svc,k_center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,7.144,0.002,0.498,0.135,0.043,0.155,0.668,2e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0015118122100830078
logreg,k_center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.967,0.007,0.471,0.151,0.08,0.163,0.333,1e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0015118122100830078
mlp,k_center,0.45,0.393,0.393,0.45,0.187,0.203,0.203,0.187,7.468,0.03,0.47,0.234,0.225,0.234,0.394,4.1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0015118122100830078
xgb,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,3.699,0.04,0.5,0.458,0.774,0.845,0.5,1.7e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013589859008789062
rf,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,13.836,0.347,0.5,0.458,0.774,0.845,0.5,3.9e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013589859008789062
svc,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,5.07,0.002,0.5,0.458,0.774,0.845,0.436,2e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013589859008789062
logreg,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,6.93,0.007,0.371,0.31,0.412,0.341,0.331,0.0,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013589859008789062
mlp,craig,0.4,0.267,0.333,0.4,0.2,0.133,0.211,0.2,7.88,0.029,0.538,0.399,0.485,0.425,0.485,7.6e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013589859008789062
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.375,0.029,0.326,0.293,0.406,0.331,0.269,9e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013568401336669922
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.37,0.352,0.269,0.281,0.427,0.343,0.193,2.1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013568401336669922
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.959,0.001,0.405,0.407,0.606,0.547,0.333,3e-06,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013568401336669922
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.15,0.006,0.396,0.403,0.608,0.551,0.38,0.0,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013568401336669922
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.549,0.027,0.439,0.444,0.676,0.648,0.412,9.1e-05,10,4,800.7998969554901,0,7.657453886418661e-07,0.0013568401336669922
xgb,random,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,5.125,0.024,0.821,0.762,0.862,0.85,0.878,9e-06,20,0,,,,
rf,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,17.061,0.454,0.797,0.73,0.839,0.823,0.872,2.7e-05,20,0,,,,
svc,random,0.75,0.736,0.736,0.75,0.137,0.148,0.148,0.137,6.834,0.002,0.767,0.727,0.845,0.834,0.83,8e-06,20,0,,,,
logreg,random,0.825,0.817,0.817,0.825,0.17,0.182,0.182,0.17,2.777,0.009,0.751,0.696,0.821,0.804,0.826,1e-06,20,0,,,,
mlp,random,0.75,0.746,0.746,0.75,0.137,0.136,0.136,0.137,4.853,0.753,0.739,0.674,0.802,0.779,0.809,4.6e-05,20,0,,,,
xgb,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,7.06,0.03,0.826,0.785,0.879,0.872,0.88,1.4e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.001313924789428711
rf,k-means,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,15.974,0.31,0.765,0.669,0.787,0.758,0.829,1.9e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.001313924789428711
svc,k-means,0.775,0.768,0.768,0.775,0.05,0.053,0.053,0.05,6.897,0.002,0.703,0.527,0.621,0.566,0.21,5e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.001313924789428711
logreg,k-means,0.725,0.716,0.716,0.725,0.146,0.156,0.156,0.146,3.892,0.006,0.735,0.601,0.714,0.668,0.851,0.0,20,0,2044.3148429393768,0,6.031042564621034e-07,0.001313924789428711
mlp,k-means,0.65,0.645,0.645,0.65,0.05,0.052,0.052,0.05,7.138,0.018,0.677,0.552,0.669,0.616,0.769,2.9e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.001313924789428711
xgb,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,4.253,0.044,0.821,0.802,0.893,0.89,0.891,1e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016148090362548828
rf,ag,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,15.033,0.232,0.789,0.746,0.856,0.846,0.866,1.6e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016148090362548828
svc,ag,0.85,0.849,0.849,0.85,0.184,0.184,0.184,0.184,6.837,0.002,0.712,0.542,0.639,0.586,0.84,5e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016148090362548828
logreg,ag,0.775,0.768,0.768,0.775,0.166,0.167,0.167,0.166,3.904,0.007,0.735,0.573,0.675,0.624,0.851,0.0,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016148090362548828
mlp,ag,0.75,0.746,0.746,0.75,0.137,0.136,0.136,0.137,7.133,0.026,0.695,0.56,0.673,0.621,0.779,5.4e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016148090362548828
xgb,k_center,0.725,0.715,0.715,0.725,0.122,0.12,0.12,0.122,6.803,0.045,0.792,0.719,0.83,0.812,0.84,8e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016605854034423828
rf,k_center,0.625,0.601,0.601,0.625,0.158,0.171,0.171,0.158,13.295,0.108,0.637,0.5,0.607,0.548,0.7,8e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016605854034423828
svc,k_center,0.525,0.42,0.42,0.525,0.122,0.157,0.157,0.122,6.906,0.002,0.5,0.135,0.043,0.156,0.408,8e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016605854034423828
logreg,k_center,0.55,0.54,0.54,0.55,0.127,0.133,0.133,0.127,6.996,0.005,0.529,0.23,0.196,0.233,0.594,0.0,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016605854034423828
mlp,k_center,0.45,0.447,0.447,0.45,0.127,0.127,0.127,0.127,7.178,0.026,0.571,0.379,0.436,0.39,0.614,4.6e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0016605854034423828
xgb,craig,0.8,0.732,0.782,0.8,0.194,0.241,0.197,0.187,4.33,0.032,0.642,0.492,0.592,0.533,0.75,7e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0013170242309570312
rf,craig,0.767,0.752,0.829,0.85,0.291,0.305,0.215,0.2,16.254,0.417,0.513,0.317,0.353,0.321,0.663,2.3e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0013170242309570312
svc,craig,0.683,0.646,0.729,0.75,0.238,0.239,0.164,0.158,6.88,0.001,0.754,0.724,0.846,0.838,0.838,3e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0013170242309570312
logreg,craig,0.683,0.646,0.729,0.75,0.238,0.239,0.164,0.158,5.137,0.007,0.762,0.745,0.862,0.857,0.839,1e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0013170242309570312
mlp,craig,0.683,0.646,0.729,0.75,0.238,0.239,0.164,0.158,6.558,0.051,0.753,0.716,0.839,0.828,0.842,8e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.0013170242309570312
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.46,0.021,0.196,0.104,0.105,0.104,0.117,4e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.004599332809448242
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,16.282,0.324,0.268,0.297,0.471,0.388,0.149,1.9e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.004599332809448242
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.882,0.003,0.358,0.369,0.56,0.49,0.275,6e-06,20,0,2044.3148429393768,0,6.031042564621034e-07,0.004599332809448242
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.405,0.007,0.37,0.359,0.517,0.441,0.349,0.0,20,0,2044.3148429393768,0,6.031042564621034e-07,0.004599332809448242
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.784,0.718,0.377,0.381,0.568,0.5,0.353,1e-05,20,0,2044.3148429393768,0,6.031042564621034e-07,0.004599332809448242
xgb,random,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,6.962,0.03,0.822,0.78,0.876,0.869,0.88,1.6e-05,20,1,,,,
rf,random,0.825,0.82,0.82,0.825,0.127,0.131,0.131,0.127,15.461,0.204,0.792,0.715,0.827,0.807,0.86,1.7e-05,20,1,,,,
svc,random,0.75,0.742,0.742,0.75,0.079,0.081,0.081,0.079,6.983,0.003,0.776,0.76,0.871,0.867,0.853,6e-06,20,1,,,,
logreg,random,0.8,0.79,0.79,0.8,0.1,0.105,0.105,0.1,7.028,0.117,0.81,0.725,0.832,0.812,0.866,0.0,20,1,,,,
mlp,random,0.7,0.68,0.68,0.7,0.061,0.075,0.075,0.061,4.368,0.033,0.765,0.679,0.798,0.772,0.844,0.000101,20,1,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,6.84,0.024,0.814,0.796,0.89,0.887,0.879,1.8e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0015900135040283203
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,16.006,0.252,0.788,0.737,0.848,0.836,0.859,1.8e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0015900135040283203
svc,k-means,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,6.132,0.003,0.7,0.643,0.783,0.758,0.809,7e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.0015900135040283203
logreg,k-means,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,7.161,0.005,0.753,0.668,0.791,0.763,0.827,0.0,20,1,369.6301348209381,0,7.645422309929802e-07,0.0015900135040283203
mlp,k-means,0.875,0.874,0.874,0.875,0.079,0.079,0.079,0.079,5.136,0.031,0.751,0.67,0.793,0.766,0.83,5e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0015900135040283203
xgb,ag,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.248,0.031,0.819,0.795,0.889,0.885,0.872,1.1e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.001435995101928711
rf,ag,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,15.583,0.151,0.769,0.696,0.815,0.793,0.84,9e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.001435995101928711
svc,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,6.321,0.002,0.774,0.746,0.859,0.852,0.856,4e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.001435995101928711
logreg,ag,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,7.001,0.009,0.801,0.744,0.851,0.838,0.873,0.0,20,1,369.6301348209381,0,7.645422309929802e-07,0.001435995101928711
mlp,ag,0.825,0.82,0.82,0.825,0.061,0.065,0.065,0.061,5.29,0.07,0.768,0.681,0.8,0.774,0.848,9.9e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.001435995101928711
xgb,k_center,0.825,0.824,0.824,0.825,0.17,0.169,0.169,0.17,7.227,0.031,0.852,0.803,0.888,0.881,0.884,1.5e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014996528625488281
rf,k_center,0.75,0.748,0.748,0.75,0.158,0.158,0.158,0.158,16.822,0.467,0.748,0.59,0.694,0.646,0.866,2.7e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014996528625488281
svc,k_center,0.575,0.513,0.513,0.575,0.1,0.132,0.132,0.1,7.224,0.003,0.546,0.227,0.186,0.232,0.275,5e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014996528625488281
logreg,k_center,0.625,0.606,0.606,0.625,0.137,0.139,0.139,0.137,6.766,0.005,0.552,0.268,0.253,0.268,0.672,0.0,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014996528625488281
mlp,k_center,0.5,0.472,0.472,0.5,0.079,0.064,0.064,0.079,7.812,0.02,0.589,0.347,0.373,0.349,0.678,3.7e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014996528625488281
xgb,craig,0.6,0.56,0.56,0.6,0.339,0.352,0.352,0.339,4.184,0.023,0.56,0.479,0.614,0.552,0.549,1.7e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0013492107391357422
rf,craig,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,13.548,0.224,0.487,0.339,0.404,0.353,0.495,1.6e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0013492107391357422
svc,craig,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.798,0.001,0.519,0.391,0.48,0.418,0.566,4e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.0013492107391357422
logreg,craig,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,6.468,0.005,0.664,0.612,0.761,0.732,0.751,0.0,20,1,369.6301348209381,0,7.645422309929802e-07,0.0013492107391357422
mlp,craig,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,4.021,0.022,0.645,0.615,0.777,0.758,0.745,4.4e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0013492107391357422
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.829,0.016,0.177,0.107,0.121,0.108,0.128,1.1e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014460086822509766
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.4,0.246,0.258,0.232,0.324,0.255,0.17,1.4e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014460086822509766
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.122,0.002,0.367,0.307,0.408,0.338,0.296,6e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014460086822509766
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.728,0.006,0.366,0.265,0.327,0.276,0.304,1e-06,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014460086822509766
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.962,0.031,0.392,0.292,0.365,0.308,0.327,7.3e-05,20,1,369.6301348209381,0,7.645422309929802e-07,0.0014460086822509766
xgb,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,4.952,0.041,0.816,0.728,0.833,0.813,0.876,2.2e-05,20,2,,,,
rf,random,0.875,0.875,0.875,0.875,0.194,0.194,0.194,0.194,17.397,0.441,0.776,0.673,0.788,0.758,0.855,3.9e-05,20,2,,,,
svc,random,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,6.213,0.002,0.72,0.605,0.725,0.682,0.814,5e-06,20,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.018,0.007,0.782,0.686,0.8,0.773,0.848,0.0,20,2,,,,
mlp,random,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,6.558,0.037,0.724,0.63,0.757,0.721,0.804,3.6e-05,20,2,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.557,0.034,0.829,0.799,0.89,0.885,0.875,1.6e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001316070556640625
rf,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,14.633,0.409,0.777,0.722,0.837,0.822,0.855,2.6e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001316070556640625
svc,k-means,0.75,0.748,0.748,0.75,0.137,0.139,0.139,0.137,7.197,0.003,0.727,0.654,0.784,0.756,0.8,4e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001316070556640625
logreg,k-means,0.775,0.765,0.765,0.775,0.05,0.055,0.055,0.05,3.833,0.005,0.711,0.645,0.78,0.753,0.793,1e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001316070556640625
mlp,k-means,0.6,0.577,0.577,0.6,0.166,0.171,0.171,0.166,7.509,0.021,0.688,0.588,0.716,0.672,0.771,2.6e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001316070556640625
xgb,ag,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.164,0.053,0.816,0.797,0.89,0.887,0.838,7e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001489877700805664
rf,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,13.846,0.25,0.759,0.712,0.834,0.82,0.847,1.9e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001489877700805664
svc,ag,0.825,0.817,0.817,0.825,0.218,0.229,0.229,0.218,5.841,0.002,0.698,0.606,0.736,0.696,0.241,6e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001489877700805664
logreg,ag,0.825,0.82,0.82,0.825,0.127,0.131,0.131,0.127,7.427,0.006,0.716,0.651,0.785,0.759,0.796,1e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001489877700805664
mlp,ag,0.775,0.761,0.761,0.775,0.166,0.178,0.178,0.166,7.496,0.031,0.702,0.636,0.774,0.745,0.777,4.5e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001489877700805664
xgb,k_center,0.725,0.719,0.719,0.725,0.094,0.095,0.095,0.094,7.452,0.033,0.824,0.789,0.883,0.877,0.837,1.7e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.00177764892578125
rf,k_center,0.475,0.45,0.45,0.475,0.122,0.137,0.137,0.122,18.097,0.444,0.68,0.521,0.621,0.564,0.834,2.5e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.00177764892578125
svc,k_center,0.475,0.355,0.355,0.475,0.094,0.108,0.108,0.094,4.495,0.002,0.533,0.203,0.149,0.211,0.5,9e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.00177764892578125
logreg,k_center,0.5,0.446,0.446,0.5,0.112,0.146,0.146,0.112,7.095,0.132,0.549,0.258,0.238,0.26,0.635,0.0,20,2,751.1090326309204,0,6.900753665101456e-07,0.00177764892578125
mlp,k_center,0.325,0.293,0.293,0.325,0.127,0.119,0.119,0.127,6.331,0.021,0.567,0.396,0.466,0.413,0.582,2.8e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.00177764892578125
xgb,craig,0.7,0.657,0.786,0.85,0.245,0.28,0.175,0.122,4.173,0.035,0.5,0.458,0.774,0.845,0.416,1.7e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.0013010501861572266
rf,craig,0.65,0.543,0.757,0.8,0.2,0.229,0.147,0.1,13.641,0.199,0.568,0.47,0.593,0.53,0.623,1.5e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.0013010501861572266
svc,craig,0.8,0.771,0.857,0.9,0.245,0.28,0.175,0.122,3.93,0.002,0.688,0.674,0.823,0.817,0.747,3e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.0013010501861572266
logreg,craig,0.8,0.771,0.857,0.9,0.245,0.28,0.175,0.122,6.186,0.005,0.672,0.686,0.841,0.848,0.779,0.0,20,2,751.1090326309204,0,6.900753665101456e-07,0.0013010501861572266
mlp,craig,0.8,0.771,0.857,0.9,0.245,0.28,0.175,0.122,7.441,0.047,0.644,0.678,0.849,0.869,0.787,5e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.0013010501861572266
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,14.436,0.051,0.24,0.1,0.079,0.101,0.11,1.6e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001341104507446289
rf,lc,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,15.652,0.173,0.255,0.281,0.44,0.355,0.152,9e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001341104507446289
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.021,0.002,0.306,0.255,0.341,0.276,0.221,2e-06,20,2,751.1090326309204,0,6.900753665101456e-07,0.001341104507446289
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.436,0.005,0.327,0.307,0.436,0.358,0.297,0.0,20,2,751.1090326309204,0,6.900753665101456e-07,0.001341104507446289
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,6.675,0.056,0.376,0.353,0.499,0.423,0.345,7e-05,20,2,751.1090326309204,0,6.900753665101456e-07,0.001341104507446289
xgb,random,0.8,0.793,0.793,0.8,0.061,0.066,0.066,0.061,7.571,0.015,0.756,0.669,0.79,0.762,0.827,9e-06,20,3,,,,
rf,random,0.725,0.7,0.7,0.725,0.184,0.222,0.222,0.184,16.621,0.431,0.778,0.7,0.816,0.795,0.855,2.5e-05,20,3,,,,
svc,random,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,7.102,0.002,0.739,0.652,0.778,0.747,0.807,4e-06,20,3,,,,
logreg,random,0.825,0.818,0.818,0.825,0.1,0.105,0.105,0.1,7.49,0.007,0.743,0.646,0.768,0.735,0.815,1e-06,20,3,,,,
mlp,random,0.75,0.741,0.741,0.75,0.137,0.139,0.139,0.137,8.195,0.06,0.74,0.644,0.767,0.733,0.82,5.7e-05,20,3,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.059,0.009,0.817,0.797,0.89,0.886,0.856,1.7e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012896060943603516
rf,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,15.744,0.419,0.757,0.732,0.853,0.846,0.851,2.5e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012896060943603516
svc,k-means,0.825,0.823,0.823,0.825,0.127,0.129,0.129,0.127,6.889,0.002,0.646,0.608,0.766,0.742,0.752,6e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012896060943603516
logreg,k-means,0.8,0.795,0.795,0.8,0.127,0.13,0.13,0.127,6.324,0.005,0.761,0.639,0.753,0.715,0.83,0.0,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012896060943603516
mlp,k-means,0.75,0.744,0.744,0.75,0.137,0.139,0.139,0.137,7.28,0.02,0.701,0.626,0.762,0.729,0.788,4e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012896060943603516
xgb,ag,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,4.778,0.03,0.815,0.796,0.89,0.886,0.869,1.7e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0014328956604003906
rf,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,14.215,0.196,0.766,0.697,0.817,0.796,0.85,1.9e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0014328956604003906
svc,ag,0.825,0.817,0.817,0.825,0.061,0.068,0.068,0.061,6.84,0.002,0.728,0.623,0.746,0.707,0.796,4e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0014328956604003906
logreg,ag,0.85,0.843,0.843,0.85,0.094,0.101,0.101,0.094,7.026,0.009,0.709,0.601,0.724,0.681,0.801,0.0,20,3,446.74147629737854,0,7.14847523102387e-07,0.0014328956604003906
mlp,ag,0.775,0.759,0.759,0.775,0.122,0.139,0.139,0.122,4.305,0.054,0.699,0.602,0.731,0.689,0.773,2.8e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0014328956604003906
xgb,k_center,0.775,0.77,0.77,0.775,0.122,0.125,0.125,0.122,8.064,0.025,0.747,0.593,0.699,0.651,0.848,1.3e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0013229846954345703
rf,k_center,0.7,0.682,0.682,0.7,0.1,0.111,0.111,0.1,15.607,0.328,0.65,0.456,0.53,0.477,0.832,2.1e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0013229846954345703
svc,k_center,0.575,0.481,0.481,0.575,0.15,0.207,0.207,0.15,6.905,0.001,0.5,0.135,0.043,0.156,0.458,7e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0013229846954345703
logreg,k_center,0.6,0.588,0.588,0.6,0.094,0.095,0.095,0.094,6.99,0.005,0.489,0.159,0.089,0.172,0.507,0.0,20,3,446.74147629737854,0,7.14847523102387e-07,0.0013229846954345703
mlp,k_center,0.375,0.37,0.37,0.375,0.137,0.135,0.135,0.137,6.013,0.017,0.534,0.267,0.257,0.267,0.524,3e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0013229846954345703
xgb,craig,0.5,0.41,0.581,0.7,0.0,0.038,0.124,0.1,4.284,0.171,0.495,0.194,0.147,0.2,0.593,1.7e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012688636779785156
rf,craig,0.467,0.39,0.552,0.65,0.067,0.047,0.123,0.122,15.53,0.325,0.497,0.162,0.091,0.175,0.635,2.5e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012688636779785156
